wall_epoch,phase,gpu,memory_used_mib,utilization_pct
1787561487.9507372,control_cold,5,94339,100.0
1787561487.9507372,control_cold,6,94337,100.0
1787561491.021895,control_cold,3,93939,100.0
1787561491.021895,control_cold,4,94339,100.0
1787561491.021895,control_cold,5,94339,100.0
1787561491.021895,control_cold,6,94337,100.0
1787561493.1930847,control_cold,3,93939,100.0
1787561493.1930847,control_cold,4,94339,100.0
1787561493.1930847,control_cold,5,94339,100.0
1787561493.1930847,control_cold,6,94337,100.0
1787561495.5895889,control_cold,3,93939,100.0
1787561495.5895889,control_cold,4,94339,100.0
1787561495.5895889,control_cold,5,94339,100.0
1787561495.5895889,control_cold,6,94337,100.0
1787561497.848622,control_cold,3,93939,100.0
1787561497.848622,control_cold,4,94339,100.0
1787561497.848622,control_cold,5,94339,100.0
1787561497.848622,control_cold,6,94337,100.0
1787561499.9574971,control_cold,3,93939,100.0
1787561499.9574971,control_cold,4,94339,100.0
1787561499.9574971,control_cold,5,94339,100.0
1787561499.9574971,control_cold,6,94337,100.0
1787561502.5442736,control_cold,3,93939,100.0
1787561502.5442736,control_cold,4,94339,100.0
1787561502.5442736,control_cold,5,94339,100.0
1787561502.5442736,control_cold,6,94337,100.0
1787561504.7479565,control_cold,3,93939,100.0
1787561504.7479565,control_cold,4,94339,100.0
1787561504.7479565,control_cold,5,94339,100.0
1787561504.7479565,control_cold,6,94337,100.0
1787561507.5762875,control_cold,3,93939,100.0
1787561507.5762875,control_cold,4,94339,100.0
1787561507.5762875,control_cold,5,94339,100.0
1787561507.5762875,control_cold,6,94337,100.0
1787561510.0437238,control_cold,3,93939,100.0
1787561510.0437238,control_cold,4,94339,100.0
1787561510.0437238,control_cold,5,94339,100.0
1787561510.0437238,control_cold,6,94337,100.0
1787561512.323015,control_cold,3,93939,100.0
1787561512.323015,control_cold,4,94381,100.0
1787561512.323015,control_cold,5,94339,100.0
1787561512.323015,control_cold,6,94337,100.0
1787561514.836261,control_cold,3,93939,100.0
1787561514.836261,control_cold,4,94339,100.0
1787561514.836261,control_cold,5,94770,100.0
1787561514.836261,control_cold,6,94337,100.0
1787561517.3349857,control_cold,3,93939,100.0
1787561517.3349857,control_cold,4,94339,100.0
1787561517.3349857,control_cold,5,94339,100.0
1787561517.3349857,control_cold,6,94337,100.0
1787561519.7155464,control_cold,3,93939,100.0
1787561519.7155464,control_cold,4,94339,100.0
1787561519.7155464,control_cold,5,94339,100.0
1787561519.7155464,control_cold,6,94337,100.0
1787561521.9662378,control_cold,3,93939,100.0
1787561521.9662378,control_cold,4,94339,100.0
1787561521.9662378,control_cold,5,94339,100.0
1787561521.9662378,control_cold,6,94337,100.0
1787561524.1645272,control_cold,3,93939,100.0
1787561524.1645272,control_cold,4,94339,100.0
1787561524.1645272,control_cold,5,94339,100.0
1787561524.1645272,control_cold,6,94337,100.0
1787561526.4010801,control_cold,3,93939,100.0
1787561526.4010801,control_cold,4,94339,100.0
1787561526.4010801,control_cold,5,94339,100.0
1787561526.4010801,control_cold,6,94337,100.0
1787561529.1717532,control_cold,3,93939,100.0
1787561529.1717532,control_cold,4,94341,100.0
1787561529.1717532,control_cold,5,94341,100.0
1787561529.1717532,control_cold,6,94339,87.0
1787561531.4527633,control_cold,3,99515,4.0
1787561531.4527633,control_cold,4,99327,4.0
1787561531.4527633,control_cold,5,99327,4.0
1787561531.4527633,control_cold,6,99327,13.0
1787561533.7511454,control_cold,3,99519,0.0
1787561533.7511454,control_cold,4,99327,0.0
1787561533.7511454,control_cold,5,99327,0.0
1787561533.7511454,control_cold,6,99327,0.0
1787561536.2210984,control_cold,3,99519,0.0
1787561536.2210984,control_cold,4,99327,0.0
1787561536.2210984,control_cold,5,99327,0.0
1787561536.2210984,control_cold,6,99327,0.0
1787561539.0178845,between_requests,3,99519,0.0
1787561539.0178845,between_requests,4,99327,0.0
1787561539.0178845,between_requests,5,99327,0.0
1787561539.0178845,between_requests,6,99327,0.0
1787561541.4881308,control_warm_1,3,99519,100.0
1787561541.4881308,control_warm_1,4,99327,100.0
1787561541.4881308,control_warm_1,5,99327,100.0
1787561541.4881308,control_warm_1,6,99327,100.0
1787561543.902274,control_warm_1,3,99519,96.0
1787561543.902274,control_warm_1,4,99327,100.0
1787561543.902274,control_warm_1,5,99327,100.0
